run_number,move_accuracy,step_accuracy,move_f1,step_f1,move_precision,move_recall,step_precision,step_recall,total_sentences,total_articles
72,0.8089887640449438,0.47191011235955055,0.8238880627173518,0.486377731318379,0.8565466665329565,0.8089887640449438,0.5560915272511673,0.47191011235955055,267,10
73,0.8127340823970037,0.45692883895131087,0.8275100034521299,0.47160546675797815,0.8565046532743162,0.8127340823970037,0.5366904070141156,0.45692883895131087,267,10
74,0.797752808988764,0.47191011235955055,0.8140588036271208,0.4852033228728697,0.8487376465050381,0.797752808988764,0.5657860203155147,0.47191011235955055,267,10
75,0.8277153558052435,0.48314606741573035,0.8385432503835368,0.49338422371027124,0.8600737860119786,0.8277153558052435,0.5497999693407608,0.48314606741573035,267,10
76,0.8127340823970037,0.48314606741573035,0.8269572132076476,0.49305719333682874,0.8578971102175793,0.8127340823970037,0.5508938895186319,0.48314606741573035,267,10
77,0.8239700374531835,0.45692883895131087,0.8361790699514756,0.4723112333692237,0.8621213116830562,0.8239700374531835,0.5693041664951778,0.45692883895131087,267,10
78,0.8202247191011236,0.4606741573033708,0.8331021285800541,0.4750989702215561,0.8606827851693756,0.8202247191011236,0.5749127823701945,0.4606741573033708,267,10
79,0.7940074906367042,0.45318352059925093,0.8082090568607423,0.460820113027194,0.839385342151842,0.7940074906367042,0.5344992000945515,0.45318352059925093,267,10
80,0.8389513108614233,0.4943820224719101,0.8495362766641766,0.49825431212662524,0.8701729545385342,0.8389513108614233,0.5526772580485365,0.4943820224719101,267,10
81,0.8239700374531835,0.4868913857677903,0.8368342246095899,0.5002771521831673,0.8657800155735129,0.8239700374531835,0.5738432831035758,0.4868913857677903,267,10
82,0.8164794007490637,0.4419475655430712,0.829340685470973,0.4570813700910214,0.8555960689668228,0.8164794007490637,0.5581875181432072,0.4419475655430712,267,10
83,0.8314606741573034,0.4868913857677903,0.8441572746149234,0.4911338833139562,0.8708589147902384,0.8314606741573034,0.5350242127874738,0.4868913857677903,267,10
84,0.8089887640449438,0.4868913857677903,0.8238880627173518,0.4955692609089688,0.8565466665329565,0.8089887640449438,0.5850435872907784,0.4868913857677903,267,10
85,0.8202247191011236,0.4681647940074906,0.8337477115711797,0.48698214111792887,0.8643937970513448,0.8202247191011236,0.5718355449353466,0.4681647940074906,267,10
86,0.8164794007490637,0.4868913857677903,0.8300283751979082,0.5015141835667669,0.8592752832325696,0.8164794007490637,0.582997543228176,0.4868913857677903,267,10
87,0.8277153558052435,0.5056179775280899,0.838417007670786,0.5108624785403926,0.8609909156108057,0.8277153558052435,0.5682399407980033,0.5056179775280899,267,10
88,0.8426966292134831,0.46441947565543074,0.8516337687377732,0.47791331229310946,0.8698464768567672,0.8426966292134831,0.5707930093422492,0.46441947565543074,267,10
89,0.7940074906367042,0.4943820224719101,0.8110056177642954,0.5149455984179633,0.8474421359489896,0.7940074906367042,0.5894277054833643,0.4943820224719101,267,10
90,0.8164794007490637,0.4756554307116105,0.8293323545307194,0.483908639508131,0.855649707780047,0.8164794007490637,0.565751281799913,0.4756554307116105,267,10
91,0.8127340823970037,0.4756554307116105,0.8266702992074536,0.4903268675671507,0.8587598091955373,0.8127340823970037,0.5873718681778703,0.4756554307116105,267,10
92,0.7902621722846442,0.43820224719101125,0.8083727221187954,0.45581936126448874,0.8500693652938333,0.7902621722846442,0.5548311972905351,0.43820224719101125,267,10
93,0.8164794007490637,0.50187265917603,0.8299454908253548,0.5117029545955598,0.8592155289725814,0.8164794007490637,0.594593468348147,0.50187265917603,267,10
94,0.8089887640449438,0.47191011235955055,0.8225023009904704,0.4794064839152341,0.8490708262505895,0.8089887640449438,0.5534061912976568,0.47191011235955055,267,10
95,0.8089887640449438,0.48314606741573035,0.8237779106347043,0.49115984391532935,0.8564784486371864,0.8089887640449438,0.5808367755176266,0.48314606741573035,267,10
96,0.8164794007490637,0.4756554307116105,0.8305272034102098,0.4876419565751515,0.8579120148647545,0.8164794007490637,0.5557051206955262,0.4756554307116105,267,10
97,0.8239700374531835,0.45318352059925093,0.8361229670934662,0.4641188548336726,0.8620697026903213,0.8239700374531835,0.5267319990026682,0.45318352059925093,267,10
98,0.8127340823970037,0.4756554307116105,0.8262803222120264,0.49165364562215613,0.8541685500247892,0.8127340823970037,0.5712678570167291,0.4756554307116105,267,10
99,0.797752808988764,0.4756554307116105,0.8118374149844585,0.489461678673586,0.8374414376897019,0.797752808988764,0.5408859056050067,0.4756554307116105,267,10
100,0.8314606741573034,0.48314606741573035,0.8423449922082181,0.49077143599025913,0.8650987507851211,0.8314606741573034,0.5589888637705958,0.48314606741573035,267,10
